וְשָׁתָה,U02078,U02093
נְחֶמְיָה,N00507
דִבְהֵמָה
לִקְדוּשָּׁתָן
הָאוֹמֵר,A02061
יִפְחוֹת,Q00486
גְזִירִין,C00551,C00576
קׇרְבָּן,S01885,S01896,S01888
קְמִיצָה,S01474
תְּמִימִין,V00677,V00678
בַּעֲלֵי,P00756
מוּמִין,M00515
וּשְׁחָטָן,U00635,U00636
נְתָנָהּ,N01384,V00742
בְּנָאָהּ,N00010
הַמֶּרְחָץ,M02635
וּרְחוֹץ,T00486
מְרוּבֶּה,T00301,M02493,M02569
בְּגִזְבָּר,C00520
שֶׁהִנִּיחָהּ,N00340
אֲסָרוֹ,A02552
הַנִּרְאֵת
הַדָּר,D01024
בְּשֶׁהִקְדִּישׁוֹ
בְּנָאוֹ
הַשָּׁלִיחַ,U01308
לָאוֹרְחִים,A00872
דְּכׇל
הַנּוֹדֵר,N00239
בְּדִילּוּעִין,D00849
רַבָּן,T00041,T00120,T00127
גַּמְלִיאֵל,C01048
בַּקָּנֶה,S01505
וּבַכָּבֵד,K00033,K00034,K00032
וּמוּתָּר,M00707
וַחֲגָבִים,H00137
וּבָעוֹפוֹת,P00316
וּבַדָּגִים,D00097
וּבַחֲגָבִים,H00137
וְאוֹכְלֵיהֶן
וּלְתַנָּא,V00716
הַקָּזָה,E00790
דִּמְסוֹכַר
מַקִּיזִין,P01303,S01055,S02290
הַדָּגִים,D00097
הָעוֹפוֹת,P00316
מָלִיחַ,L00334
בְּיוֹמָא,J00195
שֵׁשֶׁת,U02071,U02066
טוֹל,I00161
שְׁלִיחוּתֵיהּ,U01308
הַדְּלוֹסְקָמָא
חֶנְווֹנִי,H01267,H01257
לִכְשֶׁיּוֹצִיא,J00515
כְלִי,K00668
וְאוֹמֵר,A02061
עֲשָׂאוּם
כְּמַעֲטָן
מֵאֵימָתַי,A01325
מְקַבְּלִין,S00062,S00057,S00063
מִשֶּׁיַּזִּיעוּ
זֵיעַת,G00584
הַמַּעֲטָן
כְּאוֹתָהּ,A00940
שֶׁשָּׁנִינוּ,U01556,U01570
הַקּוֹף,S00486,S00487
וְהוֹלִיכוֹ,E00561
הַפִּיל,Q00660
לְקַבְּלוֹ,S00057
עֵירוּב,P00680,P01306
וּרְמִינְהִי
חֶנְוָנִי,H01267,H01257
כְּשֶׁנִּזְכְּרוּ,G00467
פְּתִילוֹת,Q02167
פְּלוֹנִי,Q01088
מִמְּקוֹם,M02394,M02388
פְרוּטוֹת,Q01667
דִּינַר,D00650
חָלוּק,H01006,H01113,H01007,H01005
לִשְׁלוּחוֹ,U01242
זְבֵן,G00052
שֵׁשׁ,U02056
דִינָרִין,D00650
בְּקִטְנִית,S00801
שֶׁשְּׁנֵיהֶם,U01556
שֶׁהַקִּטְנִית,S00801
וְקִטְנִית,S00801
בְּדִינָר,D00650
בְּשׁוּמָא,U00440,U00441,U00444
מוֹזְלִי
צְרוּרִין,R00749
כְּשׁוּלְחָנִי,U01278
שֶׁיּוֹצִיא,J00515
הַכִּיס,K00577,K00578,K00594
וּמוֹדֶה,J00100
בְּאוֹמֵר,A02061
וְהוֹלֵךְ,E00561
רָבִין,T00041,T00127
כִּיסִין,K00577,K00578,K00576,K00594
אַשְּׁווֹרִים,A03276
מִשְּׁווֹרַיי,U00357
הַגָּדוֹל,C00181
הַלּוֹקֵחַ,L00674
הַכּוּתִים,K00425
עֲשָׂרָה,P01506
וְשׁוֹתֶה,U02078,U02093,U00337,U00338
מַסֶּכֶת,O00875
מַשְׁקִין,M02957,S01014
הַשְּׁלָחִין,U01268,U01267,U01269
בַּמּוֹעֵד,M00556
וּבַשְּׁבִיעִית,U00129
הַגְּשָׁמִים,C01417
הַקִּילוֹן
לַגְּפָנִים,C01204
עֲזַרְיָה,P00431,P00425
וּבִשְׁבִיעִית,U00129
בַּשְּׁבִיעִית,U00129
וּמְתַקְּנִין,V00899
הַמְקוּלְקָלוֹת,S01417
קִלְקוּלֵי,S01411
וְחוֹטְטִין
הַדְּרָכִים,D01096
מִקְווֹת,M02388,S00308
וְעוֹשִׂין,P01466
צוֹרְכֵי,R00787,R00789
וּמְצַיְּינִין,R00384
וְיוֹצְאִין,J00515
הַכִּלְאַיִם,K00674
הַבַּעַל,B01055
וּמְתַרְגְּמִינַן
וּלְאֵי,A00007,A02555,A02362,A01110
דִּמְיַיתְּבוּתָא
עוּלֵם,P00267,P00756
יִתְיַיתְּבוּן
בְּגַוִּיךְ,C00263,C00674
הַרְווֹחָה,E00844,T00331
דִּתְנַן
מוֹשְׁכִין,M02893,M00685,M02892
דְּשָׁמְעַתְּ
הַיּוֹצֵא,J00515
יָתֵר,J00748
אַמַּת,A02072
וּלְחוּרְבָּתוֹ,H01585
בְּחוּלּוֹ,H00955
לְהוֹדִיעֲךָ,J00106
הַמְנַכֵּשׁ,N00848,N00850
בְּשַׁבָּת,U00196
וְהַמְחַפֶּה,H01423,H01422,H01483
לְכִלְאַיִם,K00674
הַמְקַיֵּים,S01000
זְרִיעָה,G00711
בְּכִלְאַיִם,K00674
חֲרִישָׁה,H01701,H01700,H01702
בִּשְׁבִיעִית,U00129
הַשְּׁמִטָּה,E00931
שָׁמוֹט,U01429,U01430
שְׁמִיטוֹת,U01463
שְׁמִיטַּת,U01463
מְשַׁמֵּט,M00959
וּבַשָּׁנָה,U01556,U01572,U01570
הַשְּׁבִיעִית,U00129
שַׁבַּת,B01378,U00196
שַׁבָּתוֹן
בִּכְלַל,K00760
וּבְצִירָה,R00344,R00804,R00447,R00259,R00448
קְצִירָה,S01827,S01825
אַאַחְרָנְיָיתָא
תִזְרַע,G00722
תִזְמוֹר,G00543
לְנִיכּוּשׁ,N00814
וּלְעִידּוּר,P00126
וּלְכִיסּוּחַ,K00903
שֶׁבְּשָׂדְךָ,U00261
מְקַרְסְמִין
מְזָרְדִין,G00669
מְפַסְּגִין
מְזַבְּלִין,G00047
מְאַבְּקִין,A00189,A00192,A00190
מְעַשְּׁנִין,P01489
יְעַדֵּר,P00163
הַגְּפָנִים,C01204
נְקָעִים,N01232
תִזְרָע,G00722
בַּכְּלָל,K00760
וְלָמָּה,L00568,L00569,M00341
יָצְתָה,J00515
שֶׁבַּשָּׂדֶה,U00261,U00260,U00822
וְשֶׁבַּכֶּרֶם,K01229,K01072
וְקִשְׁקוּשׁ,S02255
תִּשְׁמְטֶנָּה,U01453
וּנְטַשְׁתָּהּ
הַחוֹרֵשׁ,H01777,H01778
אִילְעָא
בַּעֲשֵׂה,P01466
דָּנִין,D00917
אַתּוֹלָדָה
וּלְקִישְׁקוּשׁ,S02255
וּמִנַּיִן,M01785,A01062
הַתּוֹסֶפֶת,V00246
שֶׁהוֹסִיפוּ
הַשָּׁנָה,U01572,U01570
מִבֶּחָרִישׁ
לְקַמַּן
מַאי,A00007,A02555,A02362,A01110
חוֹרְשִׁין,H01777,H01778
לַפְּרִי,Q01526,Q01785
